教科等,No,学習指導要領テキスト,学習指導要領コード
理学療法,1299,(2) 関係法規,8Dg4503120000000
理学療法,1300,ア  理学療法士及び作業療法士法,8Dg4503121000000
理学療法,1301,イ　その他の関係法規,8Dg4503122000000
理学療法,1302,３　内容の取扱い,8Dg4505000000000
理学療法,1303,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Dg4505100000000
理学療法,1304,ア　指導に当たっては，「保健・医療・福祉とリハビリテーション」及び「地域理学療法学」との関連に留意して取り扱うこと。また，理学療法士と多職種との連携によるチーム医療の大切さについても触れること。,8Dg4505110000000
理学療法,1305,イ　〔指導項目〕の(1)については，統計学や教育学，情報科学などとの関連を図りながら指導すること。,8Dg4505120000000
理学療法,1306,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Dg4505200000000
理学療法,1307,ア　〔指導項目〕の(1)のアについては，医療の歴史における理学療法の位置付けも含めて取り扱うこと。イについては，理学療法の医療における位置付け，理学療法士の関連組織も含めて取り扱うこと。ウについては，予防医学と理学療法とを関連付けて行うこと。,8Dg4505210000000
理学療法,1308,イ　〔指導項目〕の(2)のイについては，医師法などの概要を取り扱うこと。,8Dg4505220000000
理学療法,1309,〔理学療法管理学〕,8Dg5500000000000
理学療法,1310,"１　目標
理学療法の見方・考え方を働かせ，理学療法管理学に関する実践的・体験的な学習活動を通して，理学療法を行うために必要な資質・能力を次のとおり育成することを目指す。",8Dg5502000000000
理学療法,1311,(1) 理学療法を行うために必要な理学療法管理学について体系的・系統的に理解するようにする。,8Dg5502100000000
理学療法,1312,(2) 理学療法管理学に関する課題を発見し，理学療法士としての職業倫理を踏まえて合理的かつ創造的に解決する力を養う。,8Dg5502200000000
理学療法,1313,(3) 理学療法管理学について，地域や社会を支える理学療法士を目指して自ら学び，人々の健康の保持増進及びリハビリテーションに主体的かつ協働的に取り組む態度を養う。,8Dg5502300000000
理学療法,1314,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Dg5503000000000
理学療法,1315,〔指導項目〕,8Dg5503100000000
理学療法,1316,(1) 理学療法管理学の基礎,8Dg5503110000000
理学療法,1317,ア　職場管理と運営,8Dg5503111000000
理学療法,1318,(2) 理学療法と職業倫理,8Dg5503120000000
理学療法,1319,ア　理学療法倫理,8Dg5503121000000
理学療法,1320,３　内容の取扱い,8Dg5505000000000
理学療法,1321,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Dg5505100000000
理学療法,1322,ア　指導に当たっては，内容相互に関連をもたせ理学療法管理学を体系的・系統的に理解できるようにすること。,8Dg5505110000000
理学療法,1323,イ　〔指導項目〕の(1)のアについては，「保健・医療・福祉とリハビリテーション」の〔指導項目〕と関連付けながら，医療保険制度，介護保険制度，組織運営及びチーム医療について取り扱うこと。,8Dg5505120000000
理学療法,1324,ウ　〔指導項目〕の(2)のアについては，医療従事者としての心構え，倫理観， 患者の人権，法令遵守などについて取り扱うこと。,8Dg5505130000000
理学療法,1325,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Dg5505200000000
理学療法,1326,ア　〔指導項目〕の(1)のアについては，安全衛生，リスク管理及び理学療法教育を含めて取り扱うこと。,8Dg5505210000000
理学療法,1327,〔理学療法評価学〕,8Dg6500000000000
理学療法,1328,"１　目標
理学療法の見方・考え方を働かせ，理学療法評価学に関する実践的・体験的な学習活動を通して，理学療法を行うために必要な資質・能力を次のとおり育成することを目指す。",8Dg6502000000000
理学療法,1329,(1) 理学療法評価学について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Dg6502100000000
理学療法,1330,(2) 理学療法評価学に関する課題を発見し，理学療法士としての職業倫理を踏まえて合理的かつ創造的に解決する力を養う。,8Dg6502200000000
理学療法,1331,(3) 理学療法評価学について，地域や社会を支える理学療法士を目指して自ら学び，人々の健康の保持増進及びリハビリテーションに主体的かつ協働的に取り組む態度を養う。,8Dg6502300000000
理学療法,1332,"２　内容
１に示す資質・能力を身に付けることができるよう，次の〔指導項目〕を指導する。",8Dg6503000000000
理学療法,1333,〔指導項目〕,8Dg6503100000000
理学療法,1334,(1) 理学療法評価,8Dg6503110000000
理学療法,1335,ア  理学療法評価の基礎,8Dg6503111000000
理学療法,1336,イ  各種の理学療法評価の方法,8Dg6503112000000
理学療法,1337,ウ　理学療法評価の実習,8Dg6503113000000
理学療法,1338,(2) 運動学的評価,8Dg6503120000000
理学療法,1339,ア  運動学的評価の基礎,8Dg6503121000000
理学療法,1340,イ  運動・動作の分析の方法,8Dg6503122000000
理学療法,1341,(3) 医用画像評価,8Dg6503130000000
理学療法,1342,ア  医用画像評価の基礎,8Dg6503131000000
理学療法,1343,イ　医用画像評価の方法,8Dg6503132000000
理学療法,1344,３　内容の取扱い,8Dg6505000000000
理学療法,1345,(1) 内容を取り扱う際には，次の事項に配慮するものとする。,8Dg6505100000000
理学療法,1346,ア　指導に当たっては，基礎的な実習を十分に行うとともに，具体的な症例を取り上げること。また，機械・器具などを工夫して生徒の視覚障害の状態に応じた適切な指導ができるよう配慮すること。,8Dg6505110000000
理学療法,1347,イ　「理学療法治療学」及び「理学療法臨床実習」との関連を図りながら， 理学療法評価とともに，医学的な一般評価，心理学的評価や社会的評価も取り扱うこと。,8Dg6505120000000
理学療法,1348,ウ  指導に当たっては，動画による理学療法評価が行えるようコンピュータ等の情報機器を活用するなどの工夫をすること。,8Dg6505130000000
理学療法,1349,(2) 内容の範囲や程度については，次の事項に配慮するものとする。,8Dg6505200000000
理学療法,1350,ア　〔指導項目〕の(1)のイについては，運動機能の評価に重点を置いて取り扱うこと。また，リスク管理としてのバイタルサインの評価の重要性について十分に指導すること。,8Dg6505210000000
理学療法,1351,イ　〔指導項目〕の(2)のイについては，人体の運動に関する基礎的な知識を踏まえ，各種の疾患や障害の運動学的評価と考察の方法，治療計画への応用などを取り扱うこと。,8Dg6505220000000
理学療法,1352,ウ　〔指導項目〕の(3) については，静止画や動画を用いた，理学療法と関係の深い姿勢や動作の分析，神経系，運動器系，呼吸器系及び循環器系の画像評価を中心に取り扱うこと。,8Dg6505230000000
理学療法,1353,〔理学療法治療学〕,8Dg7500000000000
理学療法,1354,"１　目標
理学療法の見方・考え方を働かせ，理学療法治療学に関する実践的・体験的な学習活動を通して，理学療法を行うために必要な資質・能力を次のとおり育成することを目指す。",8Dg7502000000000
理学療法,1355,(1) 理学療法治療学について体系的・系統的に理解するとともに，関連する技術を身に付けるようにする。,8Dg7502100000000
理学療法,1356,(2) 理学療法治療学に関する課題を発見し，理学療法士としての職業倫理を踏まえて合理的かつ創造的に解決する力を養う。,8Dg7502200000000
