,教科等,学習指導要領テキスト
1742,算数,(ｱ) 数のまとまりに着目し，大きな数の大きさの比べ方や数え方を考え，日常生活に生かすこと。
1743,算数,(2) 加法及び減法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
1744,算数,ア　次のような知識及び技能を身に付けること。
1745,算数,(ｱ) ２位数の加法及びその逆の減法の計算が，１位数などについての基本的な計算を基にしてできることを理解し，それらの計算が確実にできること。また，それらの筆算の仕方について理解すること。
1746,算数,(ｲ) 簡単な場合について，３位数などの加法及び減法の計算の仕方を知ること。
1747,算数,(ｳ) 加法及び減法に関して成り立つ性質について理解すること。
1748,算数,(ｴ) 加法と減法との相互関係について理解すること。
1749,算数,イ　次のような思考力，判断力，表現力等を身に付けること。
1750,算数,(ｱ) 数量の関係に着目し，計算の仕方を考えたり計算に関して成り立つ性質を見いだしたりするとともに，その性質を活用して，計算を工夫したり計算の確かめをしたりすること。
1751,算数,(3) 乗法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
1752,算数,ア　次のような知識及び技能を身に付けること。
1753,算数,(ｱ) 乗法の意味について理解し，それが用いられる場合について知ること。
1754,算数,(ｲ) 乗法が用いられる場面を式に表したり，式を読み取ったりすること。
1755,算数,(ｳ) 乗法に関して成り立つ簡単な性質について理解すること。
1756,算数,(ｴ) 乗法九九について知り，１位数と１位数との乗法の計算が確実にできること。
1757,算数,(ｵ) 簡単な場合について，２位数と１位数との乗法の計算の仕方を知ること。
1758,算数,イ　次のような思考力，判断力，表現力等を身に付けること。
1759,算数,(ｱ) 数量の関係に着目し，計算の意味や計算の仕方を考えたり計算に関して成り立つ性質を見いだしたりするとともに，その性質を活用して，計算を工夫したり計算の確かめをしたりすること。
1760,算数,(ｲ) 数量の関係に着目し，計算を日常生活に生かすこと。
1761,算数,Ｂ　図形
1762,算数,(1) 図形に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
1763,算数,ア　次のような知識及び技能を身に付けること。
1764,算数,(ｱ) 三角形，四角形について知ること。
1765,算数,(ｲ) 正方形，長方形，直角三角形について知ること。
1766,算数,(ｳ) 正方形や長方形の面で構成される箱の形をしたものについて理解し，それらを構成したり分解したりすること。
1767,算数,イ　次のような思考力，判断力，表現力等を身に付けること。
1768,算数,(ｱ) 図形を構成する要素に着目し，構成の仕方を考えるとともに，身の回りのものの形を図形として捉えること。
1769,算数,Ｃ　測定
1770,算数,(1) 量の単位と測定に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
1771,算数,ア　次のような知識及び技能を身に付けること。
1772,算数,(ｱ) 長さの単位（ミリメートル（mm），センチメートル（cm），メートル（m））及びかさの単位（ミリリットル（mL），デシリットル（dL），リットル（L））について知り，測定の意味を理解すること。
1773,算数,(ｲ) 長さ及びかさについて，およその見当を付け，単位を適切に選択して測定すること。
1774,算数,イ　次のような思考力，判断力，表現力等を身に付けること。
1775,算数,(ｱ) 身の回りのものの特徴に着目し，目的に応じた単位で量の大きさを的確に表現したり，比べたりすること。
1776,算数,(2) 時刻と時間に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。
1777,算数,ア　次のような知識及び技能を身に付けること。
1778,算数,(ｱ) 日，時，分について知り，それらの関係を理解すること。
1779,算数,イ　次のような思考力，判断力，表現力等を身に付けること。
