教科等,No,学習指導要領テキスト,学習指導要領コード
算数,1902,イ　日常の事象から見いだした算数の問題を，具体物，図，数，式などを用いて解決し，結果を確かめる活動,8.25023E+15
算数,1903,ウ　算数の学習場面から見いだした算数の問題を，具体物，図，数，式などを用いて解決し，結果を確かめる活動,8.25023E+15
算数,1904,エ　問題解決の過程や結果を，具体物，図，数，式などを用いて表現し伝え合う活動,8.25023E+15
算数,1905,〔用語・記号〕 ,8.25023E+15
算数,1906,等号,8.25023E+15
算数,1907,不等号,8.25023E+15
算数,1908,小数点,8.25023E+15
算数,1909, 1/10の位,8.25023E+15
算数,1910,数直線,8.25023E+15
算数,1911,分母,8.25023E+15
算数,1912,分子,8.25023E+15
算数,1913,÷,8.25023E+15
算数,1914,３　内容の取扱い,8.25024E+15
算数,1915,(1) 内容の「Ａ数と計算」の(1)については，１億についても取り扱うものとする。,8.25024E+15
算数,1916,(2) 内容の「Ａ数と計算」の(2)及び(3)については，簡単な計算は暗算でできるよう配慮するものとする。また，計算の結果の見積りについても触れるものとする。,8.25024E+15
算数,1917,(3) 内容の「Ａ数と計算」の(3)については，乗数又は被乗数が０の場合の計算についても取り扱うものとする。,8.25024E+15
算数,1918,(4) 内容の「Ａ数と計算」の(3)のアの(ｳ)については，交換法則，結合法則，分配法則を取り扱うものとする。,8.25024E+15
算数,1919,(5) 内容の「Ａ数と計算」の(5)及び(6)については，小数の0.1と分数の1/10などを数直線を用いて関連付けて取り扱うものとする。,8.25024E+15
算数,1920,(6) 内容の「Ｂ図形」の(1)の基本的な図形については，定規，コンパスなどを用いて，図形をかいたり確かめたりする活動を重視するとともに，三角形や円などを基にして模様をかくなどの具体的な活動を通して，図形のもつ美しさに関心をもたせるよう配慮するものとする。,8.25024E+15
算数,1921,(7) 内容の「Ｃ測定」の(1)については，重さの単位のトン(t)について触れるとともに，接頭語（キロ（k）やミリ（m））についても触れるものとする。,8.25024E+15
算数,1922,(8) 内容の「Ｄデータの活用」の(1)のアの(ｲ)については，最小目盛りが２，５又は20，50などの棒グラフや，複数の棒グラフを組み合わせたグラフなどにも触れるものとする。,8.25024E+15
算数,1923,〔第４学年〕,8.25024E+15
算数,1924,１　目標　,8.25024E+15
算数,1925,(1) 小数及び分数の意味と表し方，四則の関係，平面図形と立体図形，面積，角の大きさ，折れ線グラフなどについて理解するとともに，整数，小数及び分数の計算をしたり，図形を構成したり，図形の面積や角の大きさを求めたり，表やグラフに表したりすることなどについての技能を身に付けるようにする。,8.25024E+15
算数,1926,(2) 数とその表現や数量の関係に着目し，目的に合った表現方法を用いて計算の仕方などを考察する力，図形を構成する要素及びそれらの位置関係に着目し，図形の性質や図形の計量について考察する力，伴って変わる二つの数量やそれらの関係に着目し，変化や対応の特徴を見いだして，二つの数量の関係を表や式を用いて考察する力，目的に応じてデータを収集し，データの特徴や傾向に着目して表やグラフに的確に表現し，それらを用いて問題解決したり，解決の過程や結果を多面的に捉え考察したりする力などを養う。,8.25024E+15
算数,1927,(3) 数学的に表現・処理したことを振り返り，多面的に捉え検討してよりよいものを求めて粘り強く考える態度，数学のよさに気付き学習したことを生活や学習に活用しようとする態度を養う。,8.25024E+15
算数,1928,２　内容,8.25024E+15
算数,1929,Ａ　数と計算,8.25024E+15
算数,1930,(1) 整数の表し方に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。,8.25024E+15
算数,1931,ア　次のような知識及び技能を身に付けること。,8.25024E+15
算数,1932,(ｱ) 億，兆の単位について知り，十進位取り記数法についての理解を深めること。,8.25024E+15
算数,1933,イ　次のような思考力，判断力，表現力等を身に付けること。,8.25024E+15
算数,1934,(ｱ) 数のまとまりに着目し，大きな数の大きさの比べ方や表し方を統合的に捉えるとともに，それらを日常生活に生かすこと。,8.25024E+15
算数,1935,(2) 概数に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。,8.25024E+15
算数,1936,ア　次のような知識及び技能を身に付けること。,8.25024E+15
算数,1937,(ｱ) 概数が用いられる場合について知ること。,8.25024E+15
算数,1938,(ｲ) 四捨五入について知ること。,8.25024E+15
算数,1939,(ｳ) 目的に応じて四則計算の結果の見積りをすること。,8.25024E+15
算数,1940,イ　次のような思考力，判断力，表現力等を身に付けること。,8.25024E+15
算数,1941,(ｱ) 日常の事象における場面に着目し，目的に合った数の処理の仕方を考えるとともに，それを日常生活に生かすこと。,8.25024E+15
算数,1942,(3) 整数の除法に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。,8.25024E+15
算数,1943,ア　次のような知識及び技能を身に付けること。,8.25024E+15
算数,1944,(ｱ) 除数が１位数や２位数で被除数が２位数や３位数の場合の計算が，基本的な計算を基にしてできることを理解すること。また，その筆算の仕方について理解すること。,8.25024E+15
算数,1945,(ｲ) 除法の計算が確実にでき，それを適切に用いること。,8.25024E+15
算数,1946,(ｳ) 除法について，次の関係を理解すること。 （被除数）＝（除数）×（商）＋（余り）,8.25024E+15
算数,1947,(ｴ) 除法に関して成り立つ性質について理解すること。,8.25024E+15
算数,1948,イ　次のような思考力，判断力，表現力等を身に付けること。,8.25024E+15
算数,1949,(ｱ) 数量の関係に着目し，計算の仕方を考えたり計算に関して成り立つ性質を見いだしたりするとともに，その性質を活用して，計算を工夫したり計算の確かめをしたりすること。,8.25024E+15
算数,1950,(4) 小数とその計算に関わる数学的活動を通して，次の事項を身に付けることができるよう指導する。,8.25024E+15
算数,1951,ア　次のような知識及び技能を身に付けること。,8.25024E+15
算数,1952,(ｱ) ある量の何倍かを表すのに小数を用いることを知ること。,8.25024E+15
算数,1953,(ｲ) 小数が整数と同じ仕組みで表されていることを知るとともに，数の相対的な大きさについての理解を深めること。,8.25024E+15
